,Unnamed: 0.1_x,Unnamed: 0_x,Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude,parent,depth,Source_NodeType,Target_NodeType,Unnamed: 0.1_y,similar_template_node,similarity
233,233,16360667,574136,0,553393,261734,1.0,,,,,,,574136,-1,1,1,,,0.0
234,234,16490889,574136,1,486097,12652570,1.0,4.0,4.0,-1.6001,-161.631,-6.51538,-169.947,574136,-1,1,1,,,0.0
235,235,16497476,574136,1,599852,24550218,1.0,4.0,0.0,-1.6001,-161.631,30.0341,-37.6313,574136,-1,1,1,,,0.0
236,236,16541794,574136,3,525263,12710544,11063.0,,,,,,,574136,-1,1,2,,,0.0
237,237,16541795,574136,1,651753,12710544,1.0,4.0,0.0,-1.6001,-161.631,32.4241,-49.0306,574136,-1,1,1,,,0.0
238,238,16635959,574136,1,462579,12967303,1.0,4.0,1.0,-1.6001,-161.631,-28.2223,-10.6129,574136,-1,1,1,,,0.0
239,239,16663852,574136,0,596458,23191518,1.0,,,,,,,574136,-1,1,1,,,0.0
240,240,16698141,574136,0,611890,9261923,1.0,,,,,,,574136,-1,1,1,,,0.0
241,241,16818854,574136,0,461963,11001608,1.0,,,,,,,574136,-1,1,1,,,0.0
242,242,16850492,574136,1,599463,26628551,1.0,4.0,1.0,-1.6001,-161.631,-29.0469,-8.12148,574136,-1,1,1,,,0.0
243,243,17026980,574136,1,592620,23769293,1.0,4.0,2.0,-1.6001,-161.631,-21.5277,92.5201,574136,-1,1,1,,,0.0
244,244,17107111,574136,0,504001,6748816,1.0,,,,,,,574136,-1,1,1,,,0.0
245,245,17337856,574136,0,474311,28299299,1.0,,,,,,,574136,-1,1,1,,,0.0
246,246,17450040,574136,0,574846,14352322,1.0,,,,,,,574136,-1,1,1,,,0.0
247,247,17505029,574136,1,600870,23513317,1.0,4.0,3.0,-1.6001,-161.631,-24.1065,-110.852,574136,-1,1,1,,,0.0
248,248,17550080,574136,0,639578,27769806,1.0,,,,,,,574136,-1,1,1,,,0.0
249,249,17593069,574136,1,536006,8472496,1.0,4.0,1.0,-1.6001,-161.631,-29.2845,-16.578,574136,-1,1,1,,,0.0
250,250,17645840,574136,1,632225,30043482,1.0,4.0,0.0,-1.6001,-161.631,33.4629,-46.1569,574136,-1,1,1,,,0.0
251,251,17738643,574136,1,473913,10636591,1.0,4.0,5.0,-1.6001,-161.631,21.868,158.836,574136,-1,1,1,,,0.0
252,252,17939890,574136,0,478739,8488832,1.0,,,,,,,574136,-1,1,1,,,0.0
253,253,17951655,574136,1,632071,25057721,1.0,4.0,0.0,-1.6001,-161.631,28.94,-33.8453,574136,-1,1,1,,,0.0
254,254,17981641,574136,0,630878,26477910,1.0,,,,,,,574136,-1,1,1,,,0.0
255,255,18154345,574136,3,552133,1923509,514.0,,,,,,,574136,-1,1,2,,,0.0
256,256,18154346,574136,1,602660,1923509,1.0,4.0,3.0,-1.6001,-161.631,-25.4762,-111.764,574136,-1,1,1,,,0.0
257,257,18316936,574136,3,641131,19442110,138.0,,,,,,,574136,-1,1,2,30.0,73.0,94.21061554096956
258,258,18316937,574136,1,470405,19442110,1.0,4.0,3.0,-1.6001,-161.631,-24.8105,-111.746,574136,-1,1,1,,,0.0
259,259,18422463,574136,1,493377,10678520,1.0,4.0,0.0,-1.6001,-161.631,35.2751,-41.1851,574136,-1,1,1,,,0.0
260,260,18429101,574136,3,560979,9343513,5.0,,,,,,,574136,-1,1,2,,,0.0
261,261,18429102,574136,0,620313,9343513,1.0,,,,,,,574136,-1,1,1,,,0.0
262,262,18430873,574136,0,613879,8095921,1.0,,,,,,,574136,-1,1,1,,,0.0
263,263,18452370,574136,1,642369,22326533,1.0,4.0,0.0,-1.6001,-161.631,20.0513,-36.1256,574136,-1,1,1,,,0.0
264,264,18498412,574136,3,483999,12536646,130.0,,,,,,,574136,-1,1,2,,,0.0
265,265,18498413,574136,1,622921,12536646,1.0,4.0,5.0,-1.6001,-161.631,23.53,153.36,574136,-1,1,1,,,0.0
266,266,18563175,574136,1,495898,24371696,1.0,4.0,4.0,-1.6001,-161.631,-4.32848,-161.091,574136,-1,1,1,,,0.0
267,267,18608861,574136,1,508439,10821632,1.0,4.0,5.0,-1.6001,-161.631,23.875,155.396,574136,-1,1,1,,,0.0
268,268,18911240,574136,1,632676,25578265,1.0,4.0,3.0,-1.6001,-161.631,-24.9364,-111.733,574136,-1,1,1,,,0.0
269,269,19061309,574136,0,498743,26973045,1.0,,,,,,,574136,-1,1,1,,,0.0
270,270,19222799,574136,1,641310,12052381,1.0,4.0,4.0,-1.6001,-161.631,-0.997319,-160.262,574136,-1,1,1,,,0.0
271,271,19251080,574136,3,627982,17655310,270.0,,,,,,,574136,-1,1,2,,,0.0
272,272,19251081,574136,1,635309,17655310,1.0,4.0,2.0,-1.6001,-161.631,-20.5767,91.5634,574136,-1,1,1,,,0.0
273,273,19303143,574136,1,497074,11499895,1.0,4.0,2.0,-1.6001,-161.631,-24.7061,89.7648,574136,-1,1,1,,,0.0
274,274,19639782,574136,1,566056,18357355,1.0,4.0,4.0,-1.6001,-161.631,0.284369,-159.662,574136,-1,1,1,,,0.0
275,275,19803713,574136,1,620186,10479519,1.0,4.0,0.0,-1.6001,-161.631,34.2769,-47.3482,574136,-1,1,1,,,0.0
276,276,19809868,574136,0,597594,8825443,1.0,,,,,,,574136,-1,1,1,,,0.0
277,277,19840868,574136,1,501887,4929123,1.0,4.0,4.0,-1.6001,-161.631,3.96611,-165.404,574136,-1,1,1,,,0.0
278,278,19856019,574136,1,457501,12395542,1.0,4.0,3.0,-1.6001,-161.631,-25.3408,-111.086,574136,-1,1,1,,,0.0
279,279,19925795,574136,0,535334,18147058,1.0,,,,,,,574136,-1,1,1,,,0.0
280,280,20103428,574136,1,466642,20580859,1.0,4.0,2.0,-1.6001,-161.631,-24.2435,89.6411,574136,-1,1,1,,,0.0
281,281,20255483,574136,1,492689,14353379,1.0,4.0,5.0,-1.6001,-161.631,22.1411,156.138,574136,-1,1,1,,,0.0
282,282,20360548,574136,0,544193,14174332,1.0,,,,,,,574136,-1,1,1,,,0.0
283,283,20379251,574136,0,476374,15987410,1.0,,,,,,,574136,-1,1,1,,,0.0
284,284,20810577,574136,1,479194,23785238,1.0,4.0,5.0,-1.6001,-161.631,22.7362,155.674,574136,-1,1,1,,,0.0
285,285,21604129,574136,1,561324,28870236,1.0,4.0,0.0,-1.6001,-161.631,29.5304,-40.6509,574136,-1,1,1,,,0.0
286,286,21625188,574136,1,533558,22468808,1.0,4.0,2.0,-1.6001,-161.631,-20.3728,95.4721,574136,-1,1,1,,,0.0
287,287,21650511,574136,1,580873,1125766,1.0,4.0,5.0,-1.6001,-161.631,21.7956,158.149,574136,-1,1,1,,,0.0
288,288,21730999,574136,1,569718,23944530,1.0,4.0,4.0,-1.6001,-161.631,6.84437,-158.093,574136,-1,1,1,,,0.0
289,289,21810444,574136,1,596744,13652774,1.0,4.0,0.0,-1.6001,-161.631,34.2096,-40.6195,574136,-1,1,1,,,0.0
290,290,21843147,574136,1,460430,27828408,1.0,4.0,4.0,-1.6001,-161.631,1.43679,-160.201,574136,-1,1,1,,,0.0
291,291,22134453,574136,0,469747,14458494,1.0,,,,,,,574136,-1,1,1,,,0.0
292,292,22280004,574136,0,526724,1152268,1.0,,,,,,,574136,-1,1,1,,,0.0
293,293,22326037,574136,1,461497,10465577,1.0,4.0,1.0,-1.6001,-161.631,-25.0963,-11.0288,574136,-1,1,1,,,0.0
294,294,22420463,574136,1,572262,9554928,1.0,4.0,5.0,-1.6001,-161.631,20.2131,152.026,574136,-1,1,1,,,0.0
295,295,22455409,574136,1,616861,12573252,1.0,4.0,2.0,-1.6001,-161.631,-22.8262,89.4328,574136,-1,1,1,,,0.0
296,296,22537785,574136,1,484986,3908593,1.0,4.0,2.0,-1.6001,-161.631,-22.046,86.703,574136,-1,1,1,,,0.0
297,297,22734030,574136,1,473682,4234109,1.0,4.0,1.0,-1.6001,-161.631,-30.1114,-11.4401,574136,-1,1,1,,,0.0
298,298,22844713,574136,1,463742,8838025,1.0,4.0,0.0,-1.6001,-161.631,33.6621,-40.6277,574136,-1,1,1,,,0.0
299,299,23036071,574136,1,469733,1900818,1.0,4.0,5.0,-1.6001,-161.631,23.0339,158.301,574136,-1,1,1,,,0.0
300,300,23161859,574136,0,650033,15999608,1.0,,,,,,,574136,-1,1,1,,,0.0
301,301,23205794,574136,1,575682,23517999,1.0,4.0,3.0,-1.6001,-161.631,-25.2305,-111.509,574136,-1,1,1,,,0.0
302,302,23260506,574136,0,647873,3025252,1.0,,,,,,,574136,-1,1,1,,,0.0
303,303,23571775,574136,1,591522,29203976,1.0,4.0,3.0,-1.6001,-161.631,-24.4684,-110.346,574136,-1,1,1,,,0.0
304,304,23571776,574136,2,593195,29203976,1090.0,,,,,,,574136,-1,1,2,56.0,503701.0,50.06313959056955
305,305,23593911,574136,1,491823,28745295,1.0,4.0,4.0,-1.6001,-161.631,-5.34923,-164.203,574136,-1,1,1,,,0.0
306,306,23620992,574136,1,643459,13947386,1.0,4.0,5.0,-1.6001,-161.631,24.3364,159.072,574136,-1,1,1,,,0.0
307,307,23627416,574136,3,518983,8899223,289.0,,,,,,,574136,-1,1,2,,,0.0
308,308,23627417,574136,1,627357,8899223,1.0,4.0,5.0,-1.6001,-161.631,21.1751,156.626,574136,-1,1,1,,,0.0
309,309,23756515,574136,0,621782,21444881,1.0,,,,,,,574136,-1,1,1,,,0.0
310,310,23771366,574136,1,584036,3226469,1.0,4.0,2.0,-1.6001,-161.631,-20.0742,88.842,574136,-1,1,1,,,0.0
311,311,23805638,574136,3,618812,3558017,1026.0,,,,,,,574136,-1,1,2,,,0.0
312,312,23805639,574136,0,490183,3558017,1.0,,,,,,,574136,-1,1,1,,,0.0
313,313,23895457,574136,1,554952,6780602,1.0,4.0,5.0,-1.6001,-161.631,23.0366,157.279,574136,-1,1,1,,,0.0
314,314,23971119,574136,0,561095,11420365,1.0,,,,,,,574136,-1,1,1,,,0.0
315,315,23995739,574136,0,651600,16386847,1.0,,,,,,,574136,-1,1,1,,,0.0
316,316,24027784,574136,1,634643,13002524,1.0,4.0,2.0,-1.6001,-161.631,-26.7936,91.1529,574136,-1,1,1,,,0.0
317,317,24082869,574136,0,649564,25748014,1.0,,,,,,,574136,-1,1,1,,,0.0
318,318,24182109,574136,0,539966,8213499,1.0,,,,,,,574136,-1,1,1,,,0.0
319,319,24214084,574136,1,561264,8408393,1.0,4.0,4.0,-1.6001,-161.631,7.38159,-167.017,574136,-1,1,1,,,0.0
320,320,24311518,574136,0,601382,12632346,1.0,,,,,,,574136,-1,1,1,,,0.0
321,321,24408338,574136,1,621874,6936052,1.0,4.0,0.0,-1.6001,-161.631,32.5526,-45.2998,574136,-1,1,1,,,0.0
322,322,24523144,574136,1,509867,18281438,1.0,4.0,1.0,-1.6001,-161.631,-29.3527,-10.8811,574136,-1,1,1,,,0.0
323,323,24600652,574136,1,656302,4507929,1.0,4.0,3.0,-1.6001,-161.631,-24.5776,-110.661,574136,-1,1,1,,,0.0
324,324,24601167,574136,1,656302,12614425,1.0,4.0,3.0,-1.6001,-161.631,-24.5776,-110.661,574136,-1,1,1,,,0.0
325,325,24610326,574136,1,487162,23515320,1.0,4.0,0.0,-1.6001,-161.631,35.1482,-41.9945,574136,-1,1,1,,,0.0
326,326,24718007,574136,1,482508,14807166,1.0,4.0,0.0,-1.6001,-161.631,36.7828,-37.5896,574136,-1,1,1,,,0.0
327,327,24718223,574136,0,482508,23414446,1.0,,,,,,,574136,-1,1,1,,,0.0
328,328,24746596,574136,1,608840,7693217,1.0,4.0,5.0,-1.6001,-161.631,21.2469,153.929,574136,-1,1,1,,,0.0
329,329,24795219,574136,0,529552,22989310,1.0,,,,,,,574136,-1,1,1,,,0.0
330,330,24828380,574136,1,625618,10629195,1.0,4.0,4.0,-1.6001,-161.631,-4.06719,-168.839,574136,-1,1,1,,,0.0
331,331,25069562,574136,1,620929,4325523,1.0,4.0,5.0,-1.6001,-161.631,21.1144,158.026,574136,-1,1,1,,,0.0
332,332,25116877,574136,1,619685,3206168,1.0,4.0,2.0,-1.6001,-161.631,-23.554,94.3702,574136,-1,1,1,,,0.0
333,333,25362908,574136,0,578978,19874913,1.0,,,,,,,574136,-1,1,1,,,0.0
334,334,25667735,574136,1,655731,14003530,1.0,4.0,0.0,-1.6001,-161.631,38.8037,-43.3245,574136,-1,1,1,,,0.0
335,335,25687955,574136,1,588806,25253021,1.0,4.0,5.0,-1.6001,-161.631,24.1829,156.981,574136,-1,1,1,,,0.0
336,336,26032204,574136,0,616028,8754937,1.0,,,,,,,574136,-1,1,1,,,0.0
337,337,26214006,574136,0,614031,28187878,1.0,,,,,,,574136,-1,1,1,,,0.0
338,338,26245485,574136,1,643738,17073276,1.0,4.0,0.0,-1.6001,-161.631,36.6719,-25.4807,574136,-1,1,1,,,0.0
339,339,26422536,574136,1,630695,27610348,1.0,4.0,4.0,-1.6001,-161.631,-1.84701,-165.272,574136,-1,1,1,,,0.0
340,340,26613454,574136,1,575533,26028031,1.0,4.0,4.0,-1.6001,-161.631,-5.45704,-168.945,574136,-1,1,1,,,0.0
341,341,26619124,574136,1,518027,29382153,1.0,4.0,5.0,-1.6001,-161.631,21.4784,155.72,574136,-1,1,1,,,0.0
342,342,26776450,574136,1,501285,21206303,1.0,4.0,1.0,-1.6001,-161.631,-29.9038,-14.4455,574136,-1,1,1,,,0.0
343,343,26806873,574136,0,551521,3892350,1.0,,,,,,,574136,-1,1,1,,,0.0
344,344,26856231,574136,0,553199,954194,1.0,,,,,,,574136,-1,1,1,,,0.0
345,345,26917597,574136,1,648661,18679720,1.0,4.0,0.0,-1.6001,-161.631,28.6283,-34.4298,574136,-1,1,1,,,0.0
346,346,27187877,574136,1,471444,9506198,1.0,4.0,2.0,-1.6001,-161.631,-19.2836,92.7443,574136,-1,1,1,,,0.0
347,347,27260749,574136,1,490458,26011805,1.0,4.0,5.0,-1.6001,-161.631,22.6389,157.11,574136,-1,1,1,,,0.0
348,348,27283226,574136,1,481889,18702034,1.0,4.0,4.0,-1.6001,-161.631,5.56755,-163.263,574136,-1,1,1,,,0.0
349,349,27287791,574136,0,510958,6416294,1.0,,,,,,,574136,-1,1,1,,,0.0
350,350,27403112,574136,0,575096,30938188,1.0,,,,,,,574136,-1,1,1,,,0.0
351,351,27416977,574136,0,618200,23815870,1.0,,,,,,,574136,-1,1,1,,,0.0
352,352,27435066,574136,1,483209,13840793,1.0,4.0,5.0,-1.6001,-161.631,21.7282,156.616,574136,-1,1,1,,,0.0
353,353,27466476,574136,0,657037,20290225,1.0,,,,,,,574136,-1,1,1,,,0.0
354,354,27518153,574136,1,470746,9267633,1.0,4.0,5.0,-1.6001,-161.631,24.1551,155.875,574136,-1,1,1,,,0.0
355,355,27674246,574136,1,557661,13500748,1.0,4.0,0.0,-1.6001,-161.631,39.08,-39.7796,574136,-1,1,1,,,0.0
356,356,27684287,574136,1,535951,22243736,1.0,4.0,4.0,-1.6001,-161.631,-2.97309,-161.114,574136,-1,1,1,,,0.0
357,357,27687914,574136,1,464583,15760488,1.0,4.0,1.0,-1.6001,-161.631,-31.3806,-14.2399,574136,-1,1,1,,,0.0
358,358,27763659,574136,1,571312,866655,1.0,4.0,3.0,-1.6001,-161.631,-23.9125,-111.98,574136,-1,1,1,,,0.0
359,359,27770075,574136,1,545733,16096174,1.0,4.0,3.0,-1.6001,-161.631,-24.2947,-110.456,574136,-1,1,1,,,0.0
360,360,27868674,574136,1,528358,14610183,1.0,4.0,5.0,-1.6001,-161.631,22.943,159.857,574136,-1,1,1,,,0.0
361,361,28009306,574136,1,592080,16252611,1.0,4.0,2.0,-1.6001,-161.631,-17.7051,90.3454,574136,-1,1,1,,,0.0
362,362,28101993,574136,0,506780,23073443,1.0,,,,,,,574136,-1,1,1,,,0.0
363,363,28163426,574136,1,593903,7864245,1.0,4.0,2.0,-1.6001,-161.631,-21.2876,86.697,574136,-1,1,1,,,0.0
364,364,28202370,574136,1,486598,25164116,1.0,4.0,1.0,-1.6001,-161.631,-23.2671,-11.0598,574136,-1,1,1,,,0.0
365,365,28229334,574136,0,573610,5644129,1.0,,,,,,,574136,-1,1,1,,,0.0
366,366,28311768,574136,1,498653,4583149,1.0,4.0,2.0,-1.6001,-161.631,-23.7231,92.2798,574136,-1,1,1,,,0.0
367,367,28355405,574136,1,530006,2175615,1.0,4.0,3.0,-1.6001,-161.631,-25.0217,-110.804,574136,-1,1,1,,,0.0
368,368,28388631,574136,1,471718,12103209,1.0,4.0,1.0,-1.6001,-161.631,-31.7241,-11.9354,574136,-1,1,1,,,0.0
369,369,28558688,574136,1,479363,29490510,1.0,4.0,5.0,-1.6001,-161.631,20.7182,156.109,574136,-1,1,1,,,0.0
370,370,28640235,574136,1,542320,8503866,1.0,4.0,5.0,-1.6001,-161.631,24.1407,154.326,574136,-1,1,1,,,0.0
371,371,28681429,574136,1,548644,3742302,1.0,4.0,4.0,-1.6001,-161.631,5.70751,-158.528,574136,-1,1,1,,,0.0
372,372,28752660,574136,1,508927,25426836,1.0,4.0,3.0,-1.6001,-161.631,-25.0118,-110.27,574136,-1,1,1,,,0.0
373,373,28810768,574136,1,649875,26615563,1.0,4.0,0.0,-1.6001,-161.631,25.5858,-38.0525,574136,-1,1,1,,,0.0
374,374,28830716,574136,0,641928,15993006,1.0,,,,,,,574136,-1,1,1,,,0.0
375,375,28832705,574136,1,602144,26537414,1.0,4.0,2.0,-1.6001,-161.631,-19.9009,93.0002,574136,-1,1,1,,,0.0
376,376,28844201,574136,0,599921,23539713,1.0,,,,,,,574136,-1,1,1,,,0.0
377,377,28922487,574136,1,600564,12799214,1.0,4.0,2.0,-1.6001,-161.631,-19.9738,91.399,574136,-1,1,1,,,0.0
378,378,29024176,574136,1,549354,12367720,1.0,4.0,4.0,-1.6001,-161.631,5.59678,-167.953,574136,-1,1,1,,,0.0
379,379,29026181,574136,1,543772,612040,1.0,4.0,1.0,-1.6001,-161.631,-24.1683,-12.5359,574136,-1,1,1,,,0.0
380,380,29039377,574136,1,510415,4842744,1.0,4.0,3.0,-1.6001,-161.631,-24.6113,-110.649,574136,-1,1,1,,,0.0
381,381,29189806,574136,1,596547,6590429,1.0,4.0,0.0,-1.6001,-161.631,40.5758,-39.5598,574136,-1,1,1,,,0.0
382,382,29246669,574136,1,509217,26654577,1.0,4.0,2.0,-1.6001,-161.631,-21.6565,92.6459,574136,-1,1,1,,,0.0
383,383,29383952,574136,1,577412,17293465,1.0,4.0,0.0,-1.6001,-161.631,32.4971,-44.0721,574136,-1,1,1,,,0.0
384,384,29438520,574136,3,464186,24129381,1627.0,,,,,,,574136,-1,1,2,,,0.0
385,385,29438521,574136,0,541199,24129381,1.0,,,,,,,574136,-1,1,1,,,0.0
386,386,29578405,574136,0,630423,2355884,1.0,,,,,,,574136,-1,1,1,,,0.0
387,387,29588675,574136,0,629066,22727724,1.0,,,,,,,574136,-1,1,1,,,0.0
388,388,29628376,574136,1,536525,9029334,1.0,4.0,3.0,-1.6001,-161.631,-26.5715,-110.402,574136,-1,1,1,,,0.0
389,389,29641455,574136,0,536376,2593838,1.0,,,,,,,574136,-1,1,1,,,0.0
390,390,29656484,574136,0,637603,14892054,1.0,,,,,,,574136,-1,1,1,,,0.0
391,391,29682010,574136,0,498066,6223245,1.0,,,,,,,574136,-1,1,1,,,0.0
392,392,29714685,574136,1,539978,868878,1.0,4.0,5.0,-1.6001,-161.631,24.4463,157.83,574136,-1,1,1,,,0.0
393,393,29764599,574136,1,551925,24248110,1.0,4.0,0.0,-1.6001,-161.631,36.3148,-46.007,574136,-1,1,1,,,0.0
394,394,29816148,574136,1,498582,25166884,1.0,4.0,0.0,-1.6001,-161.631,33.4542,-32.6005,574136,-1,1,1,,,0.0
395,395,29823393,574136,0,520243,6075872,1.0,,,,,,,574136,-1,1,1,,,0.0
396,396,29939627,574136,1,525389,5131856,1.0,4.0,0.0,-1.6001,-161.631,36.6774,-34.6382,574136,-1,1,1,,,0.0
397,397,29948281,574136,3,573279,20400141,144.0,,,,,,,574136,-1,1,2,,,0.0
398,398,29948282,574136,0,515724,20400141,1.0,,,,,,,574136,-1,1,1,,,0.0
399,399,30044803,574136,0,538971,7073669,1.0,,,,,,,574136,-1,1,1,,,0.0
400,400,30078751,574136,1,600466,21870249,1.0,4.0,0.0,-1.6001,-161.631,30.1475,-34.5503,574136,-1,1,1,,,0.0
401,401,30085075,574136,3,625277,3829690,269.0,,,,,,,574136,-1,1,2,,,0.0
402,402,30085076,574136,0,517444,3829690,1.0,,,,,,,574136,-1,1,1,,,0.0
403,403,30102458,574136,1,571763,28193947,1.0,4.0,1.0,-1.6001,-161.631,-29.8815,-14.7442,574136,-1,1,1,,,0.0
404,404,30115154,574136,0,611812,13279632,1.0,,,,,,,574136,-1,1,1,,,0.0
405,405,30128453,574136,0,603159,20664730,1.0,,,,,,,574136,-1,1,1,,,0.0
406,406,30142872,574136,1,511814,12894481,1.0,4.0,2.0,-1.6001,-161.631,-25.0843,90.7152,574136,-1,1,1,,,0.0
407,407,30294038,574136,1,626370,10386525,1.0,4.0,1.0,-1.6001,-161.631,-28.9222,-11.0596,574136,-1,1,1,,,0.0
408,408,30317670,574136,1,491641,7289551,1.0,4.0,3.0,-1.6001,-161.631,-24.4789,-111.119,574136,-1,1,1,,,0.0
409,409,30484024,574136,0,464321,895243,1.0,,,,,,,574136,-1,1,1,,,0.0
410,410,30593372,574136,1,510515,11071412,1.0,4.0,3.0,-1.6001,-161.631,-24.6768,-110.972,574136,-1,1,1,,,0.0
411,411,30611023,574136,1,555761,22467604,1.0,4.0,4.0,-1.6001,-161.631,-1.42662,-167.492,574136,-1,1,1,,,0.0
412,412,30625212,574136,1,576414,28780053,1.0,4.0,2.0,-1.6001,-161.631,-22.6244,89.8001,574136,-1,1,1,,,0.0
413,413,30838485,574136,1,584010,16948471,1.0,4.0,4.0,-1.6001,-161.631,6.30631,-160.075,574136,-1,1,1,27.0,82.0,99.999791636344
414,414,30910599,574136,1,463467,27486465,1.0,4.0,5.0,-1.6001,-161.631,22.5591,155.576,574136,-1,1,1,,,0.0
415,415,30956992,574136,1,555030,17031077,1.0,4.0,0.0,-1.6001,-161.631,27.0514,-45.9306,574136,-1,1,1,,,0.0
416,416,31001578,574136,0,459638,2172432,1.0,,,,,,,574136,-1,1,1,,,0.0
417,417,31032793,574136,1,460297,26271872,1.0,4.0,0.0,-1.6001,-161.631,31.8533,-41.4661,574136,-1,1,1,,,0.0
418,418,31086839,574136,0,517607,703715,1.0,,,,,,,574136,-1,1,1,,,0.0
419,419,31123498,574136,0,655829,27565251,1.0,,,,,,,574136,-1,1,1,,,0.0
420,420,31209738,574136,1,496809,3214103,1.0,4.0,5.0,-1.6001,-161.631,21.741,155.004,574136,-1,1,1,,,0.0
421,421,31251789,574136,1,618764,7201494,1.0,4.0,4.0,-1.6001,-161.631,-2.10283,-161.683,574136,-1,1,1,,,0.0
422,422,31384097,574136,1,598614,16436189,1.0,4.0,1.0,-1.6001,-161.631,-33.6639,-11.0395,574136,-1,1,1,,,0.0
423,423,31588902,574136,0,479334,1569623,1.0,,,,,,,574136,-1,1,1,,,0.0
424,424,31677716,574136,0,624057,695140,1.0,,,,,,,574136,-1,1,1,,,0.0
425,425,31716647,574136,0,569417,2346713,1.0,,,,,,,574136,-1,1,1,,,0.0
426,426,31725084,574136,1,578940,8231541,1.0,4.0,2.0,-1.6001,-161.631,-21.3682,95.7691,574136,-1,1,1,,,0.0
427,427,31920577,574136,1,622696,22475266,1.0,4.0,4.0,-1.6001,-161.631,4.65048,-162.906,574136,-1,1,1,,,0.0
428,428,32032823,574136,0,482936,14000225,1.0,,,,,,,574136,-1,1,1,,,0.0
429,429,32219181,574136,1,570959,20944159,1.0,4.0,4.0,-1.6001,-161.631,2.72255,-167.3,574136,-1,1,1,,,0.0
430,430,32362989,574136,1,650066,18188213,1.0,4.0,2.0,-1.6001,-161.631,-20.6591,86.8585,574136,-1,1,1,,,0.0
431,431,32410056,574136,1,640889,28313267,1.0,4.0,2.0,-1.6001,-161.631,-20.7712,92.0594,574136,-1,1,1,,,0.0
432,432,32451235,574136,1,602973,16102842,1.0,4.0,0.0,-1.6001,-161.631,33.1294,-38.5799,574136,-1,1,1,,,0.0
433,433,32524005,574136,0,522508,461003,1.0,,,,,,,574136,-1,1,1,,,0.0
434,434,32606196,574136,1,579614,30875074,1.0,4.0,3.0,-1.6001,-161.631,-25.3534,-110.722,574136,-1,1,1,,,0.0
435,435,32669288,574136,1,633202,24892454,1.0,4.0,2.0,-1.6001,-161.631,-25.0013,90.7083,574136,-1,1,1,,,0.0
436,436,32695811,574136,1,655631,28303207,1.0,4.0,4.0,-1.6001,-161.631,0.0226818,-166.266,574136,-1,1,1,,,0.0
437,437,32753121,574136,1,468224,23607382,1.0,4.0,0.0,-1.6001,-161.631,25.7401,-40.1452,574136,-1,1,1,,,0.0
438,438,32764467,574136,1,517440,31043550,1.0,4.0,2.0,-1.6001,-161.631,-24.3981,90.0626,574136,-1,1,1,,,0.0
439,439,32772838,574136,1,501800,15835704,1.0,4.0,0.0,-1.6001,-161.631,31.8387,-37.7055,574136,-1,1,1,,,0.0
440,440,32823934,574136,1,485862,7756896,1.0,4.0,4.0,-1.6001,-161.631,7.63796,-163.035,574136,-1,1,1,,,0.0
441,441,32865015,574136,1,624783,20286036,1.0,4.0,4.0,-1.6001,-161.631,2.8903,-165.007,574136,-1,1,1,,,0.0
442,442,33053837,574136,1,495386,21613003,1.0,4.0,1.0,-1.6001,-161.631,-27.8634,-14.6902,574136,-1,1,1,,,0.0
443,443,33060789,574136,0,521554,5451005,1.0,,,,,,,574136,-1,1,1,,,0.0
444,444,33069888,574136,0,599308,28012355,1.0,,,,,,,574136,-1,1,1,,,0.0
445,445,33079490,574136,1,540313,2002361,1.0,4.0,4.0,-1.6001,-161.631,5.91955,-165.277,574136,-1,1,1,,,0.0
446,446,33285214,574136,1,532543,18627045,1.0,4.0,1.0,-1.6001,-161.631,-30.0727,-12.0419,574136,-1,1,1,,,0.0
447,447,33410536,574136,1,574329,9009591,1.0,4.0,0.0,-1.6001,-161.631,38.2881,-40.5575,574136,-1,1,1,,,0.0
448,448,33456383,574136,0,548841,10197203,1.0,,,,,,,574136,-1,1,1,,,0.0
449,449,33528396,574136,1,464857,16150448,1.0,4.0,4.0,-1.6001,-161.631,-3.33547,-167.666,574136,-1,1,1,,,0.0
450,450,33554575,574136,1,523463,12358159,1.0,4.0,2.0,-1.6001,-161.631,-22.0052,91.4035,574136,-1,1,1,,,0.0
451,451,33561109,574136,1,467649,4170736,1.0,4.0,5.0,-1.6001,-161.631,28.1659,155.199,574136,-1,1,1,,,0.0
452,452,33561210,574136,1,467649,4842308,1.0,4.0,5.0,-1.6001,-161.631,28.1659,155.199,574136,-1,1,1,,,0.0
453,453,33627351,574136,0,525383,15800720,1.0,,,,,,,574136,-1,1,1,,,0.0
454,454,33681199,574136,1,584260,30357398,1.0,4.0,0.0,-1.6001,-161.631,40.0118,-42.8207,574136,-1,1,1,,,0.0
455,455,33853827,574136,1,645181,20135579,1.0,4.0,2.0,-1.6001,-161.631,-20.0591,86.8999,574136,-1,1,1,,,0.0
456,456,33905765,574136,1,562045,17280374,1.0,4.0,0.0,-1.6001,-161.631,34.2575,-42.0511,574136,-1,1,1,,,0.0
457,457,33989256,574136,1,536379,25271672,1.0,4.0,4.0,-1.6001,-161.631,-0.401083,-161.868,574136,-1,1,1,,,0.0
458,458,34016968,574136,1,544399,24301920,1.0,4.0,5.0,-1.6001,-161.631,20.8376,153.297,574136,-1,1,1,,,0.0
